"wages","education","age","sex","language","logwages"
14,14,31,"Female","English",2.63905732961526
11.77,14.5,55,"Female","English",2.46555392127219
12.48,12,40,"Male","English",2.52412736294128
15,17,25,"Male","English",2.70805020110221
19,18,31,"Male","English",2.94443897916644
7.5,15.5,46,"Female","English",2.01490302054226
18.74,5,57,"Male","Other",2.93066027681028
27,14,34,"Male","English",3.29583686600433
13.13,11,48,"Male","English",2.57489968831471
12,12,22,"Male","English",2.484906649788
17.9,9,64,"Male","English",2.88480071284671
11.5,5,60,"Male","Other",2.4423470353692
13.65,12,32,"Female","English",2.61373952163097
14.4,11,52,"Male","English",2.66722820658195
10.25,12,35,"Female","English",2.32727770558442
8.32,12.5,21,"Male","English",2.11866225483312
6.41,15.5,39,"Female","French",1.85785927093258
10,12,42,"Male","English",2.30258509299405
17.42,12,41,"Female","English",2.85761897142436
32.91,18,47,"Male","English",3.49377656295525
24.4,10,48,"Male","English",3.19458313229916
17.76,15,42,"Male","English",2.87694873756402
10.44,16.5,21,"Female","English",2.34564458245449
15.42,15.8,32,"Female","English",2.73566536813518
11.82,16,34,"Female","English",2.46979301197795
18.43,12,32,"Male","English",2.91397977168173
13,14,23,"Male","English",2.56494935746154
20.5,18.3,34,"Female","Other",3.02042488614436
9,1,21,"Male","English",2.19722457733622
6.72,12,59,"Female","English",1.90508815453506
9.52,16,43,"Male","English",2.25339484880327
3,12,17,"Male","English",1.09861228866811
15.49,9,33,"Male","English",2.74019465442878
7,13.5,32,"Female","English",1.94591014905531
13.6,12.5,32,"Male","English",2.61006979274201
8.71,11,34,"Female","French",2.16447179086441
12.48,15.5,26,"Female","Other",2.52412736294128
9.86,9.5,57,"Female","English",2.28848616861454
11.52,12.3,29,"Female","Other",2.44408465526775
11.67,14.5,27,"Female","Other",2.45702144629846
15.97,11,24,"Female","English",2.77071196222692
22.02,15.5,42,"Female","English",3.09195113129453
12.46,13,37,"Female","English",2.52252351335931
13.95,12,49,"Female","English",2.63547950826737
18.92,13,36,"Male","Other",2.94021956362373
14.21,18,38,"Female","English",2.65394594210901
24,16,40,"Male","English",3.17805383034795
13.7,18,27,"Female","English",2.61739583283408
35.7,20,58,"Male","English",3.57515068878559
7.27,12.5,19,"Female","Other",1.98375629154543
14.59,13.5,51,"Female","English",2.68033636253469
17,11,54,"Male","English",2.83321334405622
8.31,12,32,"Female","English",2.11745960886736
18.41,15,33,"Male","English",2.91289399524499
6.52,17,27,"Female","English",1.87487437593856
12.65,10,57,"Male","Other",2.53765721517353
11.04,17,27,"Male","English",2.40152504084895
9.33,12.2,25,"Female","English",2.23323501485925
18.29,14.1,28,"Male","English",2.90635446240277
6.7,0,22,"Female","Other",1.90210752639692
10.38,12.8,56,"Female","English",2.33988087773774
7.84,14.5,22,"Male","Other",2.05923883436232
6.65,10,16,"Female","English",1.89461685466776
47.52,20,58,"Male","English",3.86115067505439
12.54,7,31,"Male","Other",2.52892353520477
8.26,12.5,28,"Female","English",2.11142458753289
8.36,10,32,"Male","English",2.12345842709661
23.04,16,42,"Female","English",3.13723183582769
11,16,28,"Male","French",2.39789527279837
12.9,14,42,"Female","English",2.55722731136763
12.48,15,29,"Male","English",2.52412736294128
9.79,15,22,"Male","English",2.28136145654242
19,14.1,53,"Female","English",2.94443897916644
10,12,33,"Female","French",2.30258509299405
27.45,17,40,"Female","French",3.31236616795554
20.84,17.1,34,"Male","English",3.03687421688517
8.57,13.5,20,"Male","English",2.14826773260969
27.5,8,62,"Male","English",3.31418600467253
13.23,8,47,"Female","English",2.58248697812686
26.48,13,33,"Female","English",3.27638973106881
20.99,15,48,"Male","English",3.04404613383254
7.3,8,29,"Female","English",1.98787434815435
14.13,12,36,"Male","English",2.64830019669644
9.44,11.2,47,"Male","English",2.24495598015741
9.5,11.5,38,"Female","English",2.2512917986065
10.56,13.5,34,"Male","English",2.35707327827812
22.03,16,41,"Male","English",3.09240516081425
13,14,40,"Male","French",2.56494935746154
17,15.6,37,"Male","English",2.83321334405622
15,12,54,"Male","English",2.70805020110221
18.33,18,30,"Male","English",2.90853906185161
4.25,12,17,"Male","English",1.44691898293633
18.16,14.5,38,"Male","English",2.89922137317315
7.24,12.5,23,"Female","English",1.97962120639763
12.07,15.3,42,"Female","English",2.49072303510944
26.02,15,44,"Female","Other",3.25886547308436
11.06,11,54,"Female","English",2.40333499609419
16,12,34,"Male","English",2.77258872223978
16.64,14,35,"Female","English",2.81180943539306
21.84,12,20,"Female","English",3.0837431508767
15.67,7,62,"Male","English",2.75174805636793
7.66,17,23,"Female","English",2.0360119837525
19.84,13.1,44,"Male","English",2.98770010185673
14.98,12,30,"Male","English",2.70671597808907
8.65,11,17,"Female","English",2.15755932094379
7,12,31,"Female","English",1.94591014905531
25.6,15,46,"Male","English",3.24259235148552
21.94,15,46,"Male","Other",3.08831145484708
18.11,15,41,"Male","English",2.89646427189532
6.25,12,29,"Female","Other",1.83258146374831
13.31,13,36,"Female","French",2.58851563240702
19.2,14.5,44,"Female","English",2.95491027903374
16.83,20,46,"Male","English",2.82316300820271
7,11,16,"Male","English",1.94591014905531
13.75,16.3,43,"Male","Other",2.62103882411258
21.8,10,50,"Male","English",3.08190996979504
23.04,18,46,"Male","English",3.13723183582769
14.97,15,23,"Male","English",2.70604819843154
16.73,16,33,"Male","English",2.81720351499873
10,10.5,30,"Female","English",2.30258509299405
30.49,15,46,"Male","Other",3.41739876100016
7,10,17,"Female","English",1.94591014905531
15.65,16,41,"Female","English",2.75047091698616
10.14,13.5,33,"Male","English",2.31648799816304
10.51,13.3,42,"Female","English",2.35232718488886
27.39,17,48,"Male","English",3.31017798327499
21.12,17,44,"Male","English",3.05022045883806
22.34,16,24,"Female","English",3.10637879364105
10.97,14,39,"Female","Other",2.39516427428714
20.16,12.5,27,"Female","English",3.00370044320317
39.84,18,58,"Female","English",3.6848714327164
12.67,12,45,"Female","English",2.53923699433305
5,11.5,58,"Female","English",1.6094379124341
11,11,45,"Female","English",2.39789527279837
24,17,49,"Male","English",3.17805383034795
22.4,16.5,31,"Male","English",3.10906095886099
18,14,25,"Male","English",2.89037175789616
14.35,6,46,"Male","Other",2.66374994220563
4.65,14,21,"Male","English",1.53686721959926
14,14,28,"Male","English",2.63905732961526
18.27,12.5,40,"Male","English",2.90526037038992
16.8,13,49,"Male","English",2.82137888640921
7.25,9,34,"Female","English",1.98100146886658
15.84,13,55,"Female","English",2.76253838638628
19.91,12.5,48,"Female","Other",2.9912221180761
10.97,13,27,"Female","English",2.39516427428714
10,8,50,"Male","English",2.30258509299405
6.35,14.5,19,"Female","English",1.8484548129046
6.58,12,19,"Female","English",1.88403474533723
22.25,10.5,55,"Male","English",3.10234200861225
21,8,56,"Male","Other",3.04452243772342
14.4,11.5,54,"Female","English",2.66722820658195
26.4,11,40,"Male","English",3.27336401015227
24,17.1,36,"Male","English",3.17805383034795
19.2,10,49,"Male","Other",2.95491027903374
12.5,11,59,"Female","English",2.52572864430826
31.43,17.5,36,"Male","English",3.44776285080948
6.74,13,19,"Male","English",1.90805992492422
8.32,14,32,"Female","English",2.11866225483312
8.86,12,29,"Male","English",2.18154676461699
7.7,14.6,21,"Male","English",2.04122032885964
24.44,13.5,43,"Male","English",3.19622113430339
19.5,14,45,"Male","Other",2.9704144655697
9.61,17,31,"Male","English",2.2628042229822
6.53,19,67,"Male","English",1.87640694328834
12.03,14.5,33,"Female","English",2.48740352998659
30.27,17,41,"Male","English",3.41015712303363
15,11,52,"Male","English",2.70805020110221
7.49,15,21,"Female","English",2.01356879752913
9,12,42,"Male","English",2.19722457733622
6.7,12,18,"Female","English",1.90210752639692
12,8,43,"Male","English",2.484906649788
9.16,6,42,"Male","Other",2.21484617868604
7.16,11,29,"Female","English",1.96850998097255
17.08,12,30,"Male","English",2.83790818836042
7.4,14,22,"Male","English",2.00148000021012
16.79,10.5,33,"Female","English",2.82078347108945
9.02,15.5,21,"Female","English",2.19944433407453
17.18,11,34,"Male","English",2.84374591655611
47.26,17.3,42,"Male","English",3.85566427175876
13.97,11,47,"Male","English",2.63691217326887
7.42,11,19,"Female","English",2.00417905717929
12.5,10,49,"Female","Other",2.52572864430826
14.37,14,27,"Female","English",2.66514270009093
10.51,13,27,"Female","French",2.35232718488886
16.25,14,57,"Female","French",2.78809290877575
14.63,13,59,"Female","English",2.68307421503203
12.51,14.5,35,"Female","English",2.52652832447882
7.13,12,46,"Female","English",1.9643112344262
17.88,12,37,"Female","French",2.88368276974537
6.7,13.8,20,"Female","English",1.90210752639692
13.95,10,35,"Female","English",2.63547950826737
18.65,13,55,"Female","English",2.92584614608982
14.94,11,45,"Female","English",2.70404217970467
7.08,12,49,"Female","English",1.95727390770563
16.96,12.1,39,"Female","English",2.83085763036376
12.73,9,57,"Female","Other",2.54396141256932
8.5,8,64,"Male","Other",2.14006616349627
16.51,4.5,52,"Male","English",2.80396625793204
7,9,39,"Female","English",1.94591014905531
22.45,13,28,"Male","English",3.11129061418826
13,12.6,35,"Female","English",2.56494935746154
23.04,13,31,"Male","English",3.13723183582769
7,10,16,"Male","English",1.94591014905531
20,11,56,"Male","English",2.99573227355399
29.62,17,42,"Female","English",3.38844980883965
16.3,16.4,29,"Female","English",2.79116510781272
16.59,16,44,"Male","English",2.80880010420235
10,12,33,"Male","Other",2.30258509299405
21.06,13,60,"Female","English",3.04737550670583
10.25,12,63,"Female","Other",2.32727770558442
9.38,10.5,34,"Male","French",2.23857976301813
26.27,18,34,"Male","English",3.26842760369745
12.37,13.3,25,"Female","English",2.5152741864044
22.38,11.5,46,"Male","English",3.10816770288378
7.88,13,20,"Female","English",2.06432790386979
15.73,15.6,39,"Female","Other",2.75556971707019
7.08,13,19,"Male","English",1.95727390770563
28.32,17,46,"Female","English",3.34356826882552
30.72,20,36,"Male","Other",3.42491390827947
22.17,16.8,24,"Female","Other",3.09874002362822
6.9,14,20,"Male","English",1.93152141160321
12.75,10.5,41,"Female","English",2.54553127160443
12.21,11,30,"Male","English",2.50225528812261
7.65,12,53,"Female","English",2.03470564783844
8.32,18,25,"Female","English",2.11866225483312
7.12,16.5,23,"Male","English",1.96290772542388
12.5,15,45,"Female","Other",2.52572864430826
18.92,19,52,"Male","English",2.94021956362373
10,18.3,23,"Male","English",2.30258509299405
7,13,18,"Male","English",1.94591014905531
11.5,11.3,21,"Male","French",2.4423470353692
17.92,13.1,39,"Female","English",2.88591740754678
15.36,12,37,"Female","French",2.73176672771953
6.7,13.1,42,"Female","English",1.90210752639692
14.21,12,32,"Male","English",2.65394594210901
14.61,10,51,"Male","French",2.68170622576261
15,3,59,"Male","Other",2.70805020110221
8.57,13.8,31,"Female","French",2.14826773260969
13.75,11,30,"Male","English",2.62103882411258
13.92,12,59,"Female","English",2.63332665490627
6.7,13.9,59,"Male","English",1.90210752639692
20.91,12.5,41,"Female","English",3.04022751344054
32.16,12,43,"Male","English",3.47072344431077
11,14,30,"Female","Other",2.39789527279837
13.71,13.3,45,"Female","English",2.61812549357422
17.89,14,25,"Female","English",2.88424189752063
10.97,16,26,"Male","English",2.39516427428714
16.47,12,34,"Female","English",2.80154054418955
15.1,14.1,27,"Female","English",2.71469474382088
3.18,20,35,"Male","French",1.15688119679209
8.21,14,32,"Female","English",2.10535292346434
14.4,16,41,"Female","English",2.66722820658195
9.91,15,39,"Female","French",2.2935443483419
10.81,12,62,"Female","English",2.38047163165112
13,12,39,"Female","English",2.56494935746154
8.7,12,26,"Female","English",2.16332302566054
29.01,14,41,"Male","English",3.36764059813331
16.96,12,26,"Female","French",2.83085763036376
7.15,11.9,18,"Female","English",1.96711235670592
15.76,16,63,"Female","English",2.75747508442973
10.26,9,32,"Female","English",2.32825283974262
7,12,18,"Female","English",1.94591014905531
25.74,13,34,"Male","Other",3.24804620216798
26.72,18,46,"Female","English",3.28541234866844
8.64,16,39,"Female","English",2.15640258281596
10.59,8,22,"Male","English",2.35991015961332
8.32,11,30,"Female","English",2.11866225483312
11.52,13,67,"Male","English",2.44408465526775
45.12,8,53,"Male","English",3.8093256071898
9.7,15,29,"Male","English",2.27212588550934
25.48,13,56,"Female","English",3.23789383070396
33.6,16,40,"Male","English",3.51452606696916
17.28,15,30,"Female","English",2.84954976337591
23.04,20,44,"Female","English",3.13723183582769
6.7,12,43,"Female","English",1.90210752639692
6.35,12.8,22,"Male","English",1.8484548129046
31.2,18,48,"Male","English",3.44041809481544
30.7,14,44,"Male","Other",3.42426265459315
12.57,20,47,"Female","English",2.53131302260216
11.65,8,63,"Male","English",2.45530618001171
8.23,15,21,"Female","English",2.10778601468898
18.21,19,30,"Female","French",2.90197089373952
17.9,9,38,"Male","English",2.88480071284671
23.48,16,44,"Female","English",3.1561489949599
8.65,13,19,"Male","English",2.15755932094379
6.25,11,17,"Female","English",1.83258146374831
32.34,16,51,"Female","English",3.47630485414896
22.57,15,57,"Male","French",3.11662159082944
19,14.5,39,"Male","English",2.94443897916644
18,15,24,"Female","French",2.89037175789616
6.35,12,17,"Male","English",1.8484548129046
13.44,12,51,"Female","English",2.598235335095
15.89,14,42,"Male","English",2.76568998054862
15.8,6,30,"Male","French",2.76000994003292
17.76,18.1,28,"Female","Other",2.87694873756402
11,15,31,"Male","English",2.39789527279837
16.4,13.5,59,"Female","English",2.79728133483015
23.04,12.5,24,"Female","English",3.13723183582769
6.71,12,29,"Female","English",1.90359895098359
18.25,15.5,37,"Male","English",2.9041650800285
14.96,12,46,"Male","Other",2.70537997254633
10.5,9,62,"Male","English",2.35137525716348
13.48,17.5,38,"Female","English",2.60120710548416
28.32,14.1,44,"Male","Other",3.34356826882552
8.04,16,22,"Female","English",2.08442908319087
6.87,13,19,"Female","English",1.92716410623426
6.76,12.1,20,"Male","English",1.91102289005487
38.4,17,49,"Male","English",3.64805745959368
22,11,27,"Male","French",3.09104245335832
18.42,19,27,"Female","English",2.91343703082716
6.8,12,38,"Female","Other",1.91692261218206
23,12,36,"Male","French",3.13549421592915
8,10.5,47,"Female","French",2.07944154167984
19,13,28,"Male","French",2.94443897916644
13.57,11,43,"Male","English",2.60786147384678
18.41,13.3,47,"Female","English",2.91289399524499
15,14,28,"Female","English",2.70805020110221
24,10,46,"Male","English",3.17805383034795
12.5,11.5,42,"Male","English",2.52572864430826
19,14.2,53,"Male","English",2.94443897916644
10.5,12.5,19,"Female","English",2.35137525716348
21.6,15,36,"Male","English",3.07269331469012
11.04,13,44,"Female","Other",2.40152504084895
10.4,12,31,"Male","English",2.34180580614733
17.77,15,31,"Female","English",2.87751164216656
28,14,44,"Male","English",3.3322045101752
6.85,10,16,"Female","English",1.92424865227413
6.65,14,20,"Female","English",1.89461685466776
25.95,16,51,"Female","English",3.2561716096119
21.12,14,46,"Male","English",3.05022045883806
14.72,12.5,25,"Male","English",2.68920711330073
7.62,12.5,38,"Male","English",2.03077636969855
14.34,14,32,"Female","French",2.66305283517147
12.5,8,31,"Female","English",2.52572864430826
10,14,19,"Male","French",2.30258509299405
8.5,6.4,65,"Female","Other",2.14006616349627
24.84,9,32,"Male","English",3.21245525706528
26.33,16,31,"Female","English",3.27070897350822
15.36,12,30,"Male","English",2.73176672771953
16.32,13,54,"Female","English",2.79239134953596
11.5,16.7,29,"Male","English",2.4423470353692
14.8,11.5,33,"Female","English",2.69462718077007
26.88,10,36,"Male","English",3.29138251565495
13.25,11,46,"Male","English",2.58399755243223
16.4,15,30,"Male","English",2.79728133483015
6.75,12.2,21,"Male","English",1.90954250488444
19.64,17.3,43,"Male","English",2.97756830292632
7.75,17.3,35,"Female","English",2.04769284336526
6.34,3,16,"Female","English",1.84687876844913
15.77,12.5,32,"Male","English",2.75810940097495
15.71,15,49,"Female","English",2.75429745226753
19,10,48,"Male","English",2.94443897916644
11.07,15.3,24,"Female","English",2.40423874672055
18.33,13,32,"Male","English",2.90853906185161
6.25,17,45,"Female","English",1.83258146374831
6.5,9,16,"Male","English",1.87180217690159
14.4,10,59,"Male","English",2.66722820658195
19.5,16,45,"Female","English",2.9704144655697
45.22,12.5,67,"Female","English",3.81153946684982
17.84,14.2,33,"Male","English",2.88144312715186
17.76,12,44,"Male","English",2.87694873756402
15,17,26,"Male","English",2.70805020110221
7.1,12,40,"Female","English",1.96009478404727
21,14,54,"Male","Other",3.04452243772342
25.6,17,34,"Female","English",3.24259235148552
8,10,32,"Male","English",2.07944154167984
9,8,66,"Male","Other",2.19722457733622
20,13,48,"Male","English",2.99573227355399
39.21,12,37,"Male","English",3.66893181630424
8,14,40,"Female","English",2.07944154167984
22.02,14,31,"Male","English",3.09195113129453
16.25,14,34,"Male","English",2.78809290877575
6.74,12.1,18,"Female","English",1.90805992492422
13.9,17,28,"Male","English",2.63188884013665
19.65,12.5,33,"Female","English",2.97807733831527
12.8,14,58,"Female","English",2.54944517092557
26.24,12,34,"Male","English",3.26728496407589
28.79,14,35,"Female","English",3.36002810462408
15.53,12.5,38,"Female","English",2.7427736371606
13.64,12.1,41,"Male","Other",2.61300665241532
6.5,12,17,"Male","English",1.87180217690159
26,11,61,"Male","Other",3.25809653802148
13.18,18.5,27,"Male","English",2.57870052907436
16,14,51,"Female","English",2.77258872223978
33.36,13,45,"Male","English",3.50735757749055
10.93,13,35,"Female","English",2.39151130218845
26.37,9,58,"Male","English",3.2722270003652
11.43,10,26,"Female","English",2.43624147780672
18.92,10,57,"Male","English",2.94021956362373
7.66,15.3,24,"Female","English",2.0360119837525
23.05,10,51,"Male","French",3.13766576944266
7.5,12.1,32,"Female","English",2.01490302054226
13,15,26,"Female","English",2.56494935746154
27,20,40,"Female","Other",3.29583686600433
29.87,20,60,"Male","Other",3.39685463222802
10.71,15,35,"Female","English",2.37117788445966
6.7,16,59,"Female","French",1.90210752639692
6.85,15.5,20,"Female","English",1.92424865227413
25.79,11,31,"Male","English",3.24998681989325
5.87,11,34,"Male","Other",1.76985463384001
6.9,15.5,21,"Male","English",1.93152141160321
5,10,16,"Male","English",1.6094379124341
7.23,11,35,"Female","English",1.97823903617067
21.95,18,26,"Male","English",3.08876713952118
16.57,12.5,36,"Male","English",2.80759383143847
13,20,26,"Female","English",2.56494935746154
16.15,17.3,34,"Female","English",2.78192004966867
6.7,10,22,"Female","English",1.90210752639692
16,9,38,"Male","English",2.77258872223978
15,13,54,"Male","Other",2.70805020110221
14.03,14.8,32,"Female","French",2.64119789411437
6.75,12,18,"Female","English",1.90954250488444
26.76,13,38,"Male","French",3.28690823526003
8.9,12,20,"Female","English",2.18605127673809
26.88,12.5,34,"Male","English",3.29138251565495
5.7,15.6,20,"Female","English",1.7404661748405
46.42,18,59,"Male","Other",3.83773040084629
7.58,12,47,"Female","English",2.02551319965428
13.99,12.5,37,"Female","English",2.63834278867739
14.85,12.5,48,"Female","English",2.69799986524871
7,14.3,23,"Male","English",1.94591014905531
3.84,13,37,"Female","English",1.34547236659964
17.16,13.6,42,"Female","English",2.84258109405982
20.5,17,56,"Female","English",3.02042488614436
6.75,12,17,"Male","English",1.90954250488444
9.2,13.8,26,"Female","English",2.21920348405499
17.25,7,44,"Male","English",2.84781214347737
6.96,12.5,21,"Female","English",1.94017947434633
23.32,17.4,39,"Male","English",3.14931136148229
11.52,4.8,23,"Female","English",2.44408465526775
24.69,12,35,"Female","English",3.20639830335709
6.7,13,19,"Male","English",1.90210752639692
18.5,15,24,"Female","English",2.91777073208428
9.61,15.5,22,"Male","English",2.2628042229822
16.32,9,56,"Male","Other",2.79239134953596
13.92,12,54,"Female","English",2.63332665490627
7,20,41,"Male","Other",1.94591014905531
6.8,13.8,21,"Female","English",1.91692261218206
16.69,12,32,"Male","English",2.81480973767374
9.25,10,47,"Female","Other",2.22462355152433
39.84,19,55,"Male","Other",3.6848714327164
42.45,13.6,20,"Female","English",3.74832691275736
29.76,12,37,"Male","English",3.39316520996489
16.9,14,42,"Female","English",2.82731362192903
8,13,39,"Female","English",2.07944154167984
8.32,19,50,"Female","English",2.11866225483312
13.42,15,37,"Male","English",2.59674613154354
9.22,12,20,"Female","English",2.2213750375685
12.8,12,34,"Female","English",2.54944517092557
7.75,12,37,"Female","French",2.04769284336526
25.92,13,33,"Male","English",3.25501487148407
20.76,16.5,37,"Male","English",3.03302805829769
12.09,19.1,30,"Female","English",2.4923786646267
10.6,12,69,"Male","English",2.36085400111802
18.24,10,34,"Female","English",2.90361698464619
11.26,12.5,40,"Female","English",2.42125662271154
11.89,17.2,27,"Female","Other",2.47569771070269
7.5,12,20,"Male","English",2.01490302054226
7.24,11,21,"Female","English",1.97962120639763
9.83,17.8,24,"Female","English",2.28543893415908
12.69,10,34,"Female","Other",2.5408142817263
11.64,20,54,"Male","English",2.45444744230329
16.28,14.5,29,"Female","English",2.78993736057439
7,11,17,"Male","English",1.94591014905531
8.5,10,41,"Female","English",2.14006616349627
12.45,14,34,"Female","English",2.52172062291072
16.54,19,25,"Male","English",2.80578168959555
13.73,12.5,23,"Male","English",2.61958321977988
7.54,12,59,"Female","English",2.02022218201986
11,13,37,"Female","English",2.39789527279837
15.16,15,32,"Female","English",2.71866038021423
13.13,13,32,"Female","English",2.57489968831471
20.3,18,26,"Male","Other",3.01062088604774
10.7,11,45,"Female","English",2.37024374146786
19.47,11,49,"Male","English",2.96887481938411
35.66,19,44,"Male","English",3.57402961243499
14.13,8,54,"Male","English",2.64830019669644
19.05,12.6,48,"Female","English",2.94706710157271
23.97,13,57,"Male","English",3.17680304844629
26.78,15,42,"Male","English",3.28765534026303
24,14,33,"Male","English",3.17805383034795
7.5,13.5,59,"Female","Other",2.01490302054226
14.28,13,46,"Female","English",2.65885995691144
16.5,13,51,"Male","French",2.80336038090653
10,13,40,"Male","English",2.30258509299405
7,12,18,"Female","English",1.94591014905531
22.07,19.5,31,"Female","English",3.09421922026864
28,10.5,48,"Male","English",3.3322045101752
6.5,12.5,22,"Female","English",1.87180217690159
27.5,12,36,"Female","Other",3.31418600467253
18.76,18,31,"Female","English",2.93172694357808
7.83,13.5,20,"Male","English",2.05796251000271
10.03,12.5,41,"Female","Other",2.30558060197384
23.97,14,45,"Female","English",3.17680304844629
22.08,20,38,"Male","English",3.09467222140889
24,17.4,32,"Female","English",3.17805383034795
14.21,14,40,"Female","English",2.65394594210901
7.45,12,21,"Male","English",2.00821403239147
34.91,17,36,"Male","English",3.55277332111694
48,18,30,"Male","English",3.87120101090789
6.7,16,21,"Female","English",1.90210752639692
23.84,13,53,"Male","English",3.17136484219715
19.2,12.5,34,"Male","English",2.95491027903374
14.4,8,39,"Male","Other",2.66722820658195
6.97,12.3,30,"Male","English",1.94161522477243
7.75,9,51,"Female","English",2.04769284336526
35.12,12,51,"Male","English",3.55877076876692
6.78,12,18,"Female","English",1.9139771019523
20.19,16.5,25,"Female","English",3.00518743232475
20.3,17,34,"Female","English",3.01062088604774
6.7,13.5,23,"Female","English",1.90210752639692
23.45,17.3,27,"Male","French",3.15487049489229
34.56,18,44,"Male","English",3.54269694393586
23.56,13,35,"Female","English",3.15955035878339
18.46,16,63,"Male","English",2.91560622907471
14.03,14,53,"Male","English",2.64119789411437
27.97,17,51,"Female","Other",3.33113250721387
23.2,20,35,"Female","English",3.14415227867226
16.8,16,36,"Female","English",2.82137888640921
6.7,12,18,"Female","English",1.90210752639692
6.25,12,18,"Female","English",1.83258146374831
6.75,15,21,"Female","Other",1.90954250488444
6.75,12,18,"Male","English",1.90954250488444
8.33,11,16,"Female","English",2.11986345617875
18.32,17.4,44,"Female","English",2.90799335924598
8.7,12.3,24,"Male","English",2.16332302566054
20,12,48,"Male","Other",2.99573227355399
14.5,13,37,"Male","English",2.67414864942653
12.07,12,29,"Female","Other",2.49072303510944
19.1,16,30,"Male","Other",2.94968833505258
10.83,12.5,29,"Female","English",2.3823200610129
10,17,34,"Female","English",2.30258509299405
14.41,12.9,45,"Female","Other",2.66792241001143
10,12,21,"Male","Other",2.30258509299405
21.5,7,53,"Male","French",3.06805293513362
28.8,10,43,"Male","English",3.3603753871419
13.99,18.4,31,"Male","English",2.63834278867739
29.27,11.5,38,"Female","English",3.37656310070379
26.88,20,56,"Male","English",3.29138251565495
14,14.9,29,"Female","English",2.63905732961526
6.35,13,19,"Female","French",1.8484548129046
17.92,17.5,32,"Female","English",2.88591740754678
14.64,9.5,48,"Female","English",2.68375750853317
12.27,11,26,"Female","English",2.50715725872282
7.75,12,22,"Female","English",2.04769284336526
11.6,12,40,"Male","English",2.45100509811232
11.18,14.2,52,"Female","English",2.41412646772695
12.88,12,48,"Female","English",2.55567572067621
13.95,14.3,24,"Female","French",2.63547950826737
21.28,12.5,32,"Male","English",3.05776766447344
7.03,10,43,"Female","English",1.95018670582257
18.32,13.9,41,"Female","English",2.90799335924598
19.8,17,41,"Male","English",2.98568193770049
10.53,19,25,"Female","English",2.35422832614588
7.99,16,24,"Female","English",2.07819075977818
14,15,51,"Female","English",2.63905732961526
8.01,14,20,"Female","French",2.08069076108027
16.16,10,39,"Male","English",2.78253905309295
14,12.1,38,"Male","English",2.63905732961526
12.17,13,25,"Male","Other",2.49897390699944
21.13,15,39,"Female","Other",3.05069383162797
22.08,12.5,52,"Male","Other",3.09467222140889
8.26,13.5,25,"Female","English",2.11142458753289
10.55,12,33,"Female","English",2.35612585992208
15,10,44,"Male","Other",2.70805020110221
8.3,15,24,"Male","English",2.11625551480255
10.11,12.5,37,"Female","English",2.31352503303238
24.48,18,34,"Male","English",3.19785645764413
7.62,13.5,21,"Female","English",2.03077636969855
26.4,17.9,48,"Female","English",3.27336401015227
7.51,15.3,30,"Female","French",2.01623546577604
17.76,14,35,"Female","Other",2.87694873756402
29.57,18,48,"Male","English",3.38676033386439
22.11,17,31,"Female","French",3.09602999486936
17.94,10,37,"Male","English",2.88703285663065
7.25,15,50,"Male","Other",1.98100146886658
7.55,10,48,"Female","English",2.02154756326093
29.28,18,50,"Female","English",3.37690468909311
13.52,12,31,"Male","English",2.60417007061482
26.97,11,35,"Male","English",3.29472513715164
13.92,16,23,"Male","English",2.63332665490627
27.43,14.5,59,"Female","English",3.31163730494951
16,12,44,"Female","English",2.77258872223978
9.62,18.5,38,"Male","English",2.26384426467762
13,13,49,"Male","English",2.56494935746154
13.2,13,27,"Male","English",2.58021682959233
31.2,18,37,"Male","English",3.44041809481544
16.46,12.5,28,"Female","Other",2.80093319524892
7.74,12,20,"Male","English",2.04640168760164
21.6,12,39,"Male","English",3.07269331469012
6.7,10.3,55,"Female","English",1.90210752639692
12.82,12.5,35,"Female","English",2.55100645149252
7.36,14,36,"Female","English",1.99605993274078
6.65,12,51,"Female","English",1.89461685466776
16,17,53,"Female","English",2.77258872223978
18.94,9,53,"Male","English",2.94127608775793
31.23,17,35,"Female","English",3.44137917129499
16.78,13,56,"Male","English",2.82018770103906
14.25,11.5,31,"Male","Other",2.65675690671466
18.92,17,49,"Male","English",2.94021956362373
7.23,15.5,25,"Female","English",1.97823903617067
12,12,49,"Female","English",2.484906649788
24,16,36,"Female","English",3.17805383034795
26.4,14,47,"Female","Other",3.27336401015227
11.43,9,36,"Male","English",2.43624147780672
34.56,19,38,"Female","French",3.54269694393586
9.06,13.8,21,"Male","English",2.20386912005489
16.93,17,38,"Female","English",2.82908719614504
11.25,12,32,"Male","Other",2.42036812865043
42,17,65,"Male","English",3.73766961828337
8.06,13,18,"Female","English",2.08691355651854
17,15,53,"Male","Other",2.83321334405622
30.66,7,57,"Female","Other",3.42295887344367
8.79,8,31,"Female","Other",2.17361471169709
34.8,16,42,"Male","English",3.54961738678043
7.85,9,47,"Female","English",2.06051353179432
19.68,11.5,32,"Female","English",2.97960289162411
17,16.5,29,"Female","English",2.83321334405622
15.59,12.5,39,"Female","English",2.74662968306969
20.48,5,52,"Male","English",3.01944880017131
6.76,12.5,40,"Female","English",1.91102289005487
6.83,12,18,"Female","English",1.9213246735827
16.42,15,34,"Male","English",2.79850010402428
